index,s_m,center_x_m,center_y_m,w_left_m,w_right_m,left_boundary_x_m,left_boundary_y_m,right_boundary_x_m,right_boundary_y_m
33,0.790179833,11.896049106,-3.332402767,0.600000000,0.600000000,11.577138034,-2.824174739,12.214960177,-3.840630794
34,0.814124677,11.916222713,-3.319503888,0.600000000,0.600000000,11.588727522,-2.816764492,12.243717904,-3.822243283
35,0.838069520,11.936174379,-3.306264305,0.600000000,0.600000000,11.600189508,-2.809158516,12.272159251,-3.803370095
36,0.862014364,11.955898351,-3.292687837,0.600000000,0.600000000,11.611520686,-2.801359002,12.300276016,-3.784016672
37,0.885959207,11.975388939,-3.278778398,0.600000000,0.600000000,11.622717788,-2.793368202,12.328060091,-3.764188595
38,0.909904051,11.994640525,-3.264540000,0.600000000,0.600000000,11.633777586,-2.785188418,12.355503464,-3.743891582
39,0.933848894,12.013647555,-3.249976748,0.600000000,0.600000000,11.644696890,-2.776822009,12.382598221,-3.723131487
40,0.957793738,12.032404551,-3.235092842,0.600000000,0.600000000,11.655472552,-2.768271389,12.409336549,-3.701914294
41,0.981738581,12.050906101,-3.219892574,0.600000000,0.600000000,11.666101464,-2.759539023,12.435710738,-3.680246124
42,1.005683424,12.069146872,-3.204380326,0.600000000,0.600000000,11.676580562,-2.750627429,12.461713182,-3.658133224
43,1.029628268,12.087121603,-3.188560574,0.600000000,0.600000000,11.686906822,-2.741539176,12.487336383,-3.635581971
44,1.053573111,12.104825110,-3.172437877,0.600000000,0.600000000,11.697077269,-2.732276886,12.512572951,-3.612598868
45,1.077517955,12.122252290,-3.156016886,0.600000000,0.600000000,11.707088968,-2.722843230,12.537415611,-3.589190542
46,1.101462798,12.139398115,-3.139302336,0.600000000,0.600000000,11.716939033,-2.713240927,12.561857197,-3.565363744
47,1.125407642,12.156257643,-3.122299046,0.600000000,0.600000000,11.726624623,-2.703472747,12.585890662,-3.541125345
